basket,dir,start,end,duration_s,n_entries,total_lots,max_simul_lots,wavg_entry,wavg_exit,first_entry,last_entry,entry_span,gross_profit,swap,comm,net,profit_per_001lot,exit_dist_from_wae,n_close_events,all_closed_together,med_gap_s,max_gap_s,med_price_step,n_partial,outcome
L059,long,2026-07-03 12:11:12,2026-07-03 12:15:01,229.0,1,0.02,0.02,4177.32,4180.16,4177.32,4177.32,0.0,5.68,0.0,0.0,5.68,2.84,2.8400000000001455,1,True,,,,0,profit
L060,long,2026-07-03 12:25:31,2026-07-03 12:55:00,1769.0,3,0.07,0.07,4172.415714285713,4174.632857142858,4174.5,4170.65,3.850000000000364,15.52,0.0,0.0,15.52,2.2171428571428566,2.2171428571446086,1,True,270.0,425.0,1.925000000000182,0,profit
S046,short,2026-07-03 12:56:36,2026-07-03 13:00:03,207.0,1,0.02,0.02,4173.8,4171.58,4173.8,4173.8,0.0,4.44,0.0,0.0,4.44,2.22,2.2200000000002547,1,True,,,,0,profit
S047,short,2026-07-03 13:09:25,2026-07-03 13:48:48,2363.0,1,0.02,0.02,4178.99,4175.36,4178.99,4178.99,0.0,7.26,0.0,0.0,7.26,3.63,3.630000000000109,1,True,,,,0,profit
L061,long,2026-07-03 13:38:01,2026-07-03 14:05:11,1630.0,1,0.02,0.02,4177.2,4178.97,4177.2,4177.2,0.0,3.54,0.0,0.0,3.54,1.77,1.7700000000004366,1,True,,,,0,profit
S048,short,2026-07-03 14:17:32,2026-07-03 14:57:17,2385.0,2,0.04,0.04,4184.51,4180.24,4183.85,4185.17,1.319999999999709,17.08,0.0,0.0,17.08,4.27,4.270000000000437,1,True,1709.0,1709.0,1.319999999999709,0,profit
L062,long,2026-07-03 14:59:17,2026-07-03 15:08:43,566.0,1,0.02,0.02,4179.82,4182.98,4179.82,4179.82,0.0,6.32,0.0,0.0,6.32,3.16,3.1599999999998545,1,True,,,,0,profit
L063,long,2026-07-03 15:19:07,2026-07-03 15:34:57,950.0,3,0.07,0.07,4174.811428571428,4176.99,4176.7,4173.54,3.1599999999998545,15.25,0.0,0.0,15.25,2.1785714285714284,2.1785714285715585,1,True,254.5,437.0,1.5799999999999272,0,profit
S049,short,2026-07-03 15:34:01,2026-07-03 15:37:36,215.0,2,0.04,0.04,4175.525,4173.675,4174.48,4176.57,2.0900000000001455,7.4,0.0,0.0,7.4,1.85,1.8499999999994543,1,True,153.0,153.0,2.0900000000001455,0,profit
S050,short,2026-07-03 15:49:36,2026-07-03 15:56:47,431.0,1,0.02,0.02,4176.77,4174.22,4176.77,4176.77,0.0,5.1,0.0,0.0,5.1,2.55,2.550000000000182,1,True,,,,0,profit
L064,long,2026-07-03 15:59:02,2026-07-03 15:59:59,57.0,1,0.02,0.02,4174.35,4176.96,4174.35,4174.35,0.0,5.22,0.0,0.0,5.22,2.61,2.6099999999996726,1,True,,,,0,profit
S051,short,2026-07-03 16:00:23,2026-07-03 16:00:34,11.0,1,0.02,0.02,4177.25,4175.93,4177.25,4177.25,0.0,2.64,0.0,0.0,2.64,1.32,1.319999999999709,1,True,,,,0,profit
L065,long,2026-07-03 16:01:55,2026-07-03 16:16:57,902.0,4,0.11000000000000001,0.11000000000000001,4168.910909090909,4170.136363636363,4174.24,4166.02,8.219999999999345,13.479999999999999,0.0,0.0,13.479999999999999,1.2254545454545451,1.2254545454543404,1,True,205.0,292.0,2.6099999999996726,0,profit
S052,short,2026-07-03 16:17:48,2026-07-03 16:30:58,790.0,2,0.04,0.04,4170.255,4167.86,4169.33,4171.18,1.8500000000003638,9.58,0.0,0.0,9.58,2.395,2.3950000000004366,1,True,735.0,735.0,1.8500000000003638,0,profit
L066,long,2026-07-03 16:18:06,2026-07-03 17:15:47,3461.0,4,0.11000000000000001,0.11000000000000001,4163.133636363636,4164.184545454545,4168.48,4157.28,11.199999999999818,11.559999999999999,0.0,0.0,11.559999999999999,1.0509090909090906,1.0509090909090446,2,True,1183.0,1210.0,2.069999999999709,0,profit
L067,long,2026-07-07 01:35:35,2026-07-07 03:21:21,6346.0,6,0.18,0.18,4158.663888888889,4160.0616666666665,4167.33,4154.11,13.220000000000255,25.16,0.0,0.0,25.16,1.3977777777777778,1.3977777777772644,1,True,753.0,3307.0,2.5100000000002183,0,profit
S053,short,2026-07-07 03:21:36,2026-07-07 03:34:41,785.0,2,0.04,0.04,4160.23,4157.56,4159.18,4161.28,2.0999999999994543,10.68,0.0,0.0,10.68,2.67,2.6699999999991633,1,True,547.0,547.0,2.0999999999994543,0,profit
L068,long,2026-07-07 03:38:29,2026-07-07 03:53:17,888.0,3,0.07,0.07,4150.407142857142,4152.2814285714285,4152.09,4149.21,2.880000000000109,13.120000000000001,0.0,0.0,13.120000000000001,1.874285714285714,1.8742857142860885,1,True,295.0,480.0,1.4400000000000546,0,profit
S054,short,2026-07-07 08:55:49,2026-07-07 09:09:11,802.0,2,0.04,0.04,4127.005,4124.025000000001,4125.97,4128.04,2.069999999999709,11.92,0.0,0.0,11.92,2.98,2.9799999999995634,2,True,432.0,432.0,2.069999999999709,0,profit
L069,long,2026-07-07 09:12:18,2026-07-07 09:20:24,486.0,1,0.02,0.02,4122.77,4125.92,4122.77,4122.77,0.0,6.3,0.0,0.0,6.3,3.15,3.149999999999636,1,True,,,,0,profit
S055,short,2026-07-07 09:22:19,2026-07-07 10:03:06,2447.0,3,0.07,0.07,4128.8271428571425,4126.285714285714,4125.8,4131.19,5.389999999999418,17.79,0.0,0.0,17.79,2.541428571428571,2.541428571428696,1,True,558.0,904.0,2.694999999999709,0,profit
L070,long,2026-07-07 09:30:41,2026-07-07 09:33:38,177.0,1,0.02,0.02,4126.87,4128.38,4126.87,4126.87,0.0,3.02,0.0,0.0,3.02,1.51,1.5100000000002183,1,True,,,,0,profit
L071,long,2026-07-07 10:04:21,2026-07-07 10:13:39,558.0,1,0.02,0.02,4126.39,4129.35,4126.39,4126.39,0.0,5.92,0.0,0.0,5.92,2.96,2.9600000000000364,1,True,,,,0,profit
S056,short,2026-07-07 10:14:14,2026-07-07 10:24:19,605.0,2,0.04,0.04,4130.095,4127.415,4129.17,4131.02,1.8500000000003638,10.72,0.0,0.0,10.72,2.68,2.680000000000291,2,True,181.0,181.0,1.8500000000003638,0,profit
S057,short,2026-07-07 10:44:57,2026-07-07 10:48:27,210.0,2,0.04,0.04,4131.009999999999,4128.86,4129.74,4132.28,2.5399999999999636,8.6,0.0,0.0,8.6,2.15,2.149999999999636,1,True,160.0,160.0,2.5399999999999636,0,profit
L072,long,2026-07-07 10:56:23,2026-07-07 11:03:10,407.0,1,0.02,0.02,4125.98,4129.7,4125.98,4125.98,0.0,7.44,0.0,0.0,7.44,3.72,3.7200000000002547,1,True,,,,0,profit
S058,short,2026-07-07 11:12:03,2026-07-07 11:33:06,1263.0,3,0.07,0.07,4136.749999999999,4133.515714285714,4135.28,4137.87,2.5900000000001455,22.64,0.0,0.0,22.64,3.234285714285714,3.2342857142848516,2,True,55.0,69.0,1.2950000000000728,0,profit
L073,long,2026-07-07 11:22:03,2026-07-07 11:24:33,150.0,1,0.02,0.02,4135.14,4137.87,4135.14,4135.14,0.0,5.46,0.0,0.0,5.46,2.73,2.7299999999995634,1,True,,,,0,profit
L074,long,2026-07-07 11:36:35,2026-07-07 12:18:40,2525.0,4,0.11000000000000001,0.11000000000000001,4127.142727272727,4129.412727272726,4132.04,4123.3,8.739999999999782,24.97,0.0,0.0,24.97,2.2699999999999996,2.269999999999527,1,True,407.0,559.0,3.4700000000002547,0,profit
S059,short,2026-07-07 12:09:34,2026-07-07 12:27:39,1085.0,2,0.04,0.04,4128.455,4125.0599999999995,4127.24,4129.67,2.430000000000291,13.58,0.0,0.0,13.58,3.395,3.3950000000004366,1,True,566.0,566.0,2.430000000000291,0,profit
L075,long,2026-07-07 12:27:47,2026-07-07 12:31:17,210.0,2,0.04,0.04,4123.110000000001,4125.51,4124.72,4121.5,3.2200000000002547,9.6,0.0,0.0,9.6,2.4,2.399999999999636,1,True,129.0,129.0,3.2200000000002547,0,profit
S060,short,2026-07-07 12:30:44,2026-07-07 12:50:35,1191.0,4,0.11000000000000001,0.11000000000000001,4129.317272727272,4126.768181818181,4123.94,4132.27,8.330000000000837,28.04,0.0,0.0,28.04,2.5490909090909084,2.549090909091319,2,True,258.0,539.0,3.0,0,profit
L076,long,2026-07-07 12:51:15,2026-07-07 12:54:52,217.0,1,0.02,0.02,4126.31,4130.09,4126.31,4126.31,0.0,7.56,0.0,0.0,7.56,3.78,3.7799999999997453,1,True,,,,0,profit
S061,short,2026-07-07 13:01:14,2026-07-07 14:04:05,3771.0,4,0.11000000000000001,0.11000000000000001,4135.520909090908,4134.604545454546,4132.67,4137.68,5.010000000000218,10.08,0.0,0.0,10.08,0.9163636363636363,0.9163636363628029,4,False,448.0,802.0,1.8500000000003638,0,profit
S062,short,2026-07-07 14:19:38,2026-07-07 15:23:54,3856.0,13,1.65,1.65,4164.710606060607,4163.916121212122,4141.14,4173.16,32.01999999999953,131.08999999999997,0.0,0.0,131.08999999999997,0.7944848484848483,0.794484848484899,7,False,295.5,611.0,2.4299999999998363,0,profit
L077,long,2026-07-07 14:59:49,2026-07-07 15:00:02,13.0,1,0.02,0.02,4157.59,4157.24,4157.59,4157.59,0.0,-0.7,0.0,0.0,-0.7,-0.35,-0.3500000000003638,1,True,,,,0,loss
L078,long,2026-07-07 15:09:46,2026-07-07 15:12:59,193.0,4,0.08,0.06,4169.445000000001,4169.6925,4169.87,4167.87,2.6500000000005457,1.9799999999999995,0.0,0.0,1.9799999999999995,0.24749999999999994,0.24749999999949068,2,True,22.0,75.0,1.0,0,profit
L079,long,2026-07-07 15:18:56,2026-07-07 15:23:41,285.0,2,0.04,0.04,4168.219999999999,4163.86,4170.03,4166.41,3.619999999999891,-17.439999999999998,0.0,0.0,-17.439999999999998,-4.359999999999999,-4.359999999999673,1,True,90.0,90.0,3.619999999999891,0,loss
L080,long,2026-07-07 15:37:36,2026-07-07 15:39:51,135.0,1,0.02,0.02,4163.81,4166.3,4163.81,4163.81,0.0,4.98,0.0,0.0,4.98,2.49,2.4899999999997817,1,True,,,,0,profit
L081,long,2026-07-07 15:42:19,2026-07-07 15:43:12,53.0,1,0.02,0.02,4163.73,4165.86,4163.73,4163.73,0.0,4.26,0.0,0.0,4.26,2.13,2.130000000000109,1,True,,,,0,profit
S063,short,2026-07-07 15:45:53,2026-07-07 15:48:52,179.0,1,0.02,0.02,4167.32,4164.99,4167.32,4167.32,0.0,4.66,0.0,0.0,4.66,2.33,2.3299999999999272,1,True,,,,0,profit
S064,short,2026-07-07 15:59:18,2026-07-07 16:01:18,120.0,2,0.04,0.04,4172.955,4170.175,4171.03,4174.88,3.850000000000364,11.120000000000001,0.0,0.0,11.120000000000001,2.7800000000000002,2.7799999999997453,2,True,59.0,59.0,3.850000000000364,0,profit
L082,long,2026-07-07 16:02:18,2026-07-07 16:12:06,588.0,4,0.11000000000000001,0.11000000000000001,4164.453636363636,4166.711818181818,4168.01,4161.77,6.239999999999782,24.840000000000003,0.0,0.0,24.840000000000003,2.2581818181818183,2.2581818181815834,2,True,153.0,254.0,2.4199999999991633,0,profit
S065,short,2026-07-07 16:15:12,2026-07-07 16:24:55,583.0,1,0.02,0.02,4170.28,4166.28,4170.28,4170.28,0.0,8.0,0.0,0.0,8.0,4.0,4.0,1,True,,,,0,profit
S066,short,2026-07-07 16:31:49,2026-07-07 16:38:24,395.0,3,0.07,0.07,4175.161428571429,4171.468571428571,4169.95,4178.27,8.320000000000618,25.85,0.0,0.0,25.85,3.6928571428571426,3.6928571428579744,1,True,154.0,270.0,4.160000000000309,0,profit
L083,long,2026-07-07 16:38:19,2026-07-07 16:40:49,150.0,2,0.04,0.04,4171.61,4174.4,4173.55,4169.67,3.880000000000109,11.16,0.0,0.0,11.16,2.79,2.7899999999999636,1,True,48.0,48.0,3.880000000000109,0,profit
S067,short,2026-07-07 16:41:05,2026-07-07 16:46:49,344.0,4,0.11000000000000001,0.11000000000000001,4177.074545454545,4174.055454545453,4173.95,4178.76,4.8100000000004,33.21,0.0,0.0,33.21,3.0190909090909086,3.019090909091574,1,True,20.0,68.0,1.4600000000000364,0,profit
L084,long,2026-07-07 16:51:59,2026-07-07 17:18:08,1569.0,10,0.73,0.73,4157.353424657535,4157.8664383561645,4170.95,4152.88,18.06999999999971,37.449999999999996,0.0,0.0,37.449999999999996,0.5130136986301369,0.5130136986299476,4,False,74.0,574.0,1.8500000000003638,0,profit
S068,short,2026-07-07 17:00:05,2026-07-07 17:00:25,20.0,1,0.02,0.02,4158.92,4157.1,4158.92,4158.92,0.0,3.64,0.0,0.0,3.64,1.82,1.819999999999709,1,True,,,,0,profit
S069,short,2026-07-07 17:02:58,2026-07-07 17:03:25,27.0,1,0.02,0.02,4161.54,4160.95,4161.54,4161.54,0.0,1.18,0.0,0.0,1.18,0.59,0.5900000000001455,1,True,,,,0,profit
S070,short,2026-07-07 17:03:44,2026-07-07 17:03:53,9.0,1,0.02,0.02,4157.71,4155.86,4157.71,4157.71,0.0,3.7,0.0,0.0,3.7,1.85,1.8500000000003638,1,True,,,,0,profit
S071,short,2026-07-07 17:08:12,2026-07-07 17:10:13,121.0,3,0.06,0.06,4155.22,4153.943333333334,4153.28,4156.9,3.619999999999891,7.66,0.0,0.0,7.66,1.2766666666666666,1.2766666666666424,1,True,38.5,70.0,1.8099999999999454,0,profit
S072,short,2026-07-07 17:11:17,2026-07-07 17:14:22,185.0,1,0.02,0.02,4153.6,4152.55,4153.6,4153.6,0.0,2.1,0.0,0.0,2.1,1.05,1.050000000000182,1,True,,,,0,profit
S073,short,2026-07-07 17:14:22,2026-07-07 17:18:06,224.0,2,0.04,0.04,4154.19,4158.280000000001,4152.31,4156.07,3.759999999999309,-16.36,0.0,0.0,-16.36,-4.09,-4.090000000001055,2,True,171.0,171.0,3.759999999999309,0,loss
L085,long,2026-07-07 17:21:42,2026-07-07 17:28:05,383.0,2,0.04,0.04,4154.725,4156.44,4155.93,4153.52,2.4099999999998545,6.86,0.0,0.0,6.86,1.715,1.714999999999236,1,True,102.0,102.0,2.4099999999998545,0,profit
S074,short,2026-07-07 17:30:10,2026-07-07 17:32:28,138.0,1,0.02,0.02,4157.87,4153.82,4157.87,4157.87,0.0,8.1,0.0,0.0,8.1,4.05,4.050000000000182,1,True,,,,0,profit
L086,long,2026-07-07 17:32:44,2026-07-07 17:43:23,639.0,5,0.16000000000000003,0.16000000000000003,4148.0287499999995,4150.491249999999,4154.43,4144.73,9.700000000000728,39.4,0.0,0.0,39.4,2.4624999999999995,2.462499999999636,1,True,86.5,348.0,2.3400000000001455,0,profit
S075,short,2026-07-07 17:46:36,2026-07-07 18:03:05,989.0,1,0.02,0.02,4155.77,4150.48,4155.77,4155.77,0.0,10.58,0.0,0.0,10.58,5.29,5.290000000000873,1,True,,,,0,profit
L087,long,2026-07-07 18:00:05,2026-07-07 18:08:01,476.0,3,0.07,0.07,4152.032857142856,4154.341428571428,4153.07,4150.97,2.0999999999994543,16.16,0.0,0.0,16.16,2.3085714285714283,2.3085714285716676,1,True,172.5,314.0,1.0499999999997272,0,profit
L088,long,2026-07-07 18:14:01,2026-07-07 19:06:21,3140.0,6,0.22000000000000003,0.22000000000000003,4141.387272727272,4143.018181818182,4149.86,4137.75,12.109999999999673,35.88,0.0,0.0,35.88,1.6309090909090909,1.6309090909098813,2,True,160.0,2012.0,3.3599999999996726,0,profit
S076,short,2026-07-07 18:41:49,2026-07-07 18:49:50,481.0,1,0.02,0.02,4146.51,4143.6,4146.51,4146.51,0.0,5.82,0.0,0.0,5.82,2.91,2.9099999999998545,1,True,,,,0,profit
S077,short,2026-07-07 19:00:08,2026-07-07 19:46:18,2770.0,4,0.11000000000000001,0.11000000000000001,4143.483636363636,4141.355454545454,4138.33,4145.87,7.539999999999964,23.409999999999997,0.0,0.0,23.409999999999997,2.1281818181818175,2.1281818181814742,1,True,575.0,791.0,1.6700000000000728,0,profit
L089,long,2026-07-07 19:36:43,2026-07-07 19:49:52,789.0,2,0.04,0.04,4143.165,4144.2,4144.18,4142.15,2.030000000000655,4.14,0.0,0.0,4.14,1.035,1.0349999999998545,2,True,614.0,614.0,2.030000000000655,0,profit
S078,short,2026-07-08 08:32:03,2026-07-08 08:48:12,969.0,4,0.11000000000000001,0.11000000000000001,4128.468181818182,4126.632727272728,4125.51,4130.56,5.050000000000182,20.189999999999998,0.0,0.0,20.189999999999998,1.835454545454545,1.835454545454013,2,True,245.0,265.0,1.7700000000004366,0,profit
L090,long,2026-07-08 08:48:31,2026-07-08 09:12:41,1450.0,3,0.07,0.07,4125.138571428571,4127.14,4127.39,4123.79,3.600000000000364,14.010000000000002,0.0,0.0,14.010000000000002,2.0014285714285713,2.001428571429642,1,True,571.5,1037.0,1.800000000000182,0,profit
S079,short,2026-07-08 09:13:07,2026-07-08 09:31:59,1132.0,3,0.07,0.07,4130.499999999999,4127.665714285714,4128.62,4131.68,3.0600000000004,19.84,0.0,0.0,19.84,2.834285714285714,2.8342857142852154,2,True,113.0,157.0,1.5300000000002,0,profit
L091,long,2026-07-08 09:33:46,2026-07-08 10:28:33,3287.0,7,0.30000000000000004,0.30000000000000004,4120.057,4120.987999999999,4126.77,4116.39,10.38000000000011,27.929999999999996,0.0,0.0,27.929999999999996,0.9309999999999997,0.9309999999995853,2,True,411.0,904.0,1.4900000000002365,0,profit
S080,short,2026-07-08 10:17:03,2026-07-08 10:18:04,61.0,1,0.02,0.02,4117.68,4116.69,4117.68,4117.68,0.0,1.98,0.0,0.0,1.98,0.99,0.9900000000006912,1,True,,,,0,profit
L092,long,2026-07-08 10:52:26,2026-07-08 11:20:10,1664.0,12,1.26,1.26,4092.786507936508,4096.096825396825,4123.65,4081.63,42.01999999999953,417.09999999999997,0.0,0.0,417.09999999999997,3.31031746031746,3.3103174603170373,2,True,20.0,874.0,3.2000000000007276,0,profit
S081,short,2026-07-08 11:17:14,2026-07-08 11:17:15,1.0,1,0.02,0.02,4102.0,4104.09,4102.0,4102.0,0.0,-4.18,0.0,0.0,-4.18,-2.09,-2.0900000000001455,1,True,,,,0,loss
S082,short,2026-07-08 11:17:31,2026-07-08 11:17:33,2.0,1,0.02,0.02,4099.65,4100.56,4099.65,4099.65,0.0,-1.82,0.0,0.0,-1.82,-0.91,-0.910000000000764,1,True,,,,0,loss
S083,short,2026-07-08 11:18:06,2026-07-08 11:18:19,13.0,2,0.04,0.04,4086.1599999999994,4086.6749999999997,4086.18,4086.14,0.03999999999996362,-2.06,0.0,0.0,-2.06,-0.515,-0.5150000000003274,1,True,5.0,5.0,0.03999999999996362,0,loss
S084,short,2026-07-08 11:18:22,2026-07-08 11:18:24,2.0,1,0.03,0.03,4084.97,4084.16,4084.97,4084.97,0.0,2.43,0.0,0.0,2.43,0.81,0.8099999999999454,1,True,,,,0,profit
S085,short,2026-07-08 11:19:03,2026-07-08 11:19:22,19.0,2,0.04,0.04,4086.755,4088.7200000000007,4087.85,4085.66,2.1900000000000546,-7.86,0.0,0.0,-7.86,-1.965,-1.9650000000006003,2,True,9.0,9.0,2.1900000000000546,0,loss
S086,short,2026-07-08 11:19:32,2026-07-08 11:20:09,37.0,1,0.02,0.02,4091.31,4095.0300000000007,4091.31,4091.31,0.0,-7.44,0.0,0.0,-7.44,-3.72,-3.7200000000007094,1,True,,,,0,loss
L093,long,2026-07-08 11:20:38,2026-07-08 11:26:01,323.0,5,0.16000000000000003,0.16000000000000003,4085.7862499999997,4087.729374999999,4090.48,4082.07,8.409999999999854,31.089999999999996,0.0,0.0,31.089999999999996,1.9431249999999993,1.943124999999327,2,True,65.5,115.0,2.019999999999982,0,profit
S087,short,2026-07-08 11:26:03,2026-07-08 11:30:07,244.0,3,0.07,0.07,4088.4771428571426,4087.24,4086.57,4089.72,3.149999999999636,8.66,0.0,0.0,8.66,1.237142857142857,1.2371428571427714,2,True,18.5,19.0,1.574999999999818,0,profit
S088,short,2026-07-08 11:30:46,2026-07-08 11:31:01,15.0,1,0.02,0.02,4090.82,4088.4799999999996,4090.82,4090.82,0.0,4.68,0.0,0.0,4.68,2.34,2.3400000000006003,1,True,,,,0,profit
L094,long,2026-07-08 11:31:45,2026-07-08 11:47:17,932.0,8,0.41000000000000003,0.41000000000000003,4069.901707317073,4071.7673170731705,4087.61,4062.76,24.84999999999991,76.49000000000001,0.0,0.0,76.49000000000001,1.8656097560975613,1.8656097560974558,3,False,76.0,156.0,3.7399999999997817,0,profit
S089,short,2026-07-08 11:33:32,2026-07-08 11:34:02,30.0,1,0.02,0.02,4082.76,4080.7400000000002,4082.76,4082.76,0.0,4.04,0.0,0.0,4.04,2.02,2.019999999999982,1,True,,,,0,profit
S090,short,2026-07-08 11:41:45,2026-07-08 11:49:08,443.0,5,0.13,0.13,4068.229999999999,4066.0199999999995,4062.46,4074.39,11.929999999999836,28.729999999999997,0.0,0.0,28.729999999999997,2.21,2.2099999999995816,2,True,92.5,137.0,2.2200000000000273,0,profit
L095,long,2026-07-08 11:50:07,2026-07-08 11:52:58,171.0,2,0.04,0.04,4064.075,4068.1600000000003,4064.03,4064.12,0.08999999999969077,16.34,0.0,0.0,16.34,4.085,4.085000000000491,2,True,10.0,10.0,0.08999999999969077,0,profit
S091,short,2026-07-08 11:53:36,2026-07-08 11:54:18,42.0,1,0.02,0.02,4067.96,4064.79,4067.96,4067.96,0.0,6.34,0.0,0.0,6.34,3.17,3.1700000000000728,1,True,,,,0,profit
L096,long,2026-07-08 11:56:54,2026-07-08 12:15:05,1091.0,4,0.11000000000000001,0.11000000000000001,4053.997272727272,4056.977272727272,4057.94,4052.35,5.5900000000001455,32.78,0.0,0.0,32.78,2.9799999999999995,2.980000000000018,1,True,117.0,557.0,1.7600000000002183,0,profit
S092,short,2026-07-08 12:15:38,2026-07-08 12:17:10,92.0,1,0.02,0.02,4058.05,4054.9100000000003,4058.05,4058.05,0.0,6.28,0.0,0.0,6.28,3.14,3.1399999999998727,1,True,,,,0,profit
L097,long,2026-07-08 12:17:21,2026-07-08 12:18:53,92.0,1,0.02,0.02,4055.3,4057.81,4055.3,4055.3,0.0,5.02,0.0,0.0,5.02,2.51,2.5099999999997635,1,True,,,,0,profit
S093,short,2026-07-08 12:19:41,2026-07-08 12:21:26,105.0,1,0.02,0.02,4060.09,4056.42,4060.09,4060.09,0.0,7.34,0.0,0.0,7.34,3.67,3.6700000000000728,1,True,,,,0,profit
S094,short,2026-07-08 12:24:24,2026-07-08 12:25:12,48.0,1,0.02,0.02,4058.6999999999994,4056.24,4058.7,4058.7,0.0,4.92,0.0,0.0,4.92,2.46,2.4599999999995816,1,True,,,,0,profit
L098,long,2026-07-08 12:25:30,2026-07-08 12:26:19,49.0,1,0.02,0.02,4055.93,4058.63,4055.93,4055.93,0.0,5.4,0.0,0.0,5.4,2.7,2.700000000000273,1,True,,,,0,profit
S095,short,2026-07-08 12:27:16,2026-07-08 12:28:13,57.0,1,0.02,0.02,4058.9199999999996,4056.95,4058.92,4058.92,0.0,3.94,0.0,0.0,3.94,1.97,1.9699999999998,1,True,,,,0,profit
L099,long,2026-07-08 12:30:50,2026-07-08 12:35:16,266.0,1,0.02,0.02,4053.66,4057.69,4053.66,4053.66,0.0,8.06,0.0,0.0,8.06,4.03,4.0300000000002,1,True,,,,0,profit
S096,short,2026-07-08 12:34:26,2026-07-08 12:37:26,180.0,2,0.04,0.04,4056.2799999999993,4054.54,4055.22,4057.34,2.1200000000003456,6.96,0.0,0.0,6.96,1.74,1.739999999999327,1,True,121.0,121.0,2.1200000000003456,0,profit
L100,long,2026-07-08 12:39:14,2026-07-08 12:47:00,466.0,2,0.04,0.04,4049.06,4052.6449999999995,4052.09,4046.03,6.059999999999945,14.34,0.0,0.0,14.34,3.585,3.5849999999995816,1,True,257.0,257.0,6.059999999999945,0,profit
S097,short,2026-07-08 12:47:08,2026-07-08 12:48:10,62.0,1,0.02,0.02,4051.34,4048.34,4051.34,4051.34,0.0,6.0,0.0,0.0,6.0,3.0,3.0,1,True,,,,0,profit
L101,long,2026-07-08 12:59:03,2026-07-08 13:03:22,259.0,1,0.02,0.02,4042.3699999999994,4047.1400000000003,4042.37,4042.37,0.0,9.54,0.0,0.0,9.54,4.77,4.770000000000891,1,True,,,,0,profit
S098,short,2026-07-08 13:03:50,2026-07-08 13:06:08,138.0,1,0.02,0.02,4047.05,4044.16,4047.05,4047.05,0.0,5.78,0.0,0.0,5.78,2.89,2.8900000000003274,1,True,,,,0,profit
L102,long,2026-07-08 13:09:41,2026-07-08 13:16:25,404.0,1,0.02,0.02,4042.4599999999996,4045.48,4042.46,4042.46,0.0,6.04,0.0,0.0,6.04,3.02,3.0200000000004366,1,True,,,,0,profit
S099,short,2026-07-08 13:21:03,2026-07-08 14:00:37,2374.0,3,0.07,0.07,4055.5228571428574,4052.019999999999,4054.03,4056.76,2.730000000000018,24.520000000000003,0.0,0.0,24.520000000000003,3.5028571428571427,3.5028571428583746,1,True,675.5,766.0,1.365000000000009,0,profit
L103,long,2026-07-08 13:28:19,2026-07-08 13:31:44,205.0,1,0.02,0.02,4050.79,4052.83,4050.79,4050.79,0.0,4.08,0.0,0.0,4.08,2.04,2.0399999999999636,1,True,,,,0,profit
L104,long,2026-07-08 13:49:53,2026-07-08 14:02:21,748.0,2,0.04,0.04,4053.8300000000004,4055.9849999999997,4055.68,4051.98,3.699999999999818,8.62,0.0,0.0,8.62,2.155,2.1549999999992906,1,True,648.0,648.0,3.699999999999818,0,profit
L105,long,2026-07-08 14:10:02,2026-07-08 14:16:34,392.0,1,0.02,0.02,4050.96,4054.04,4050.96,4050.96,0.0,6.16,0.0,0.0,6.16,3.08,3.0799999999999272,1,True,,,,0,profit
S100,short,2026-07-08 14:16:08,2026-07-08 14:22:26,378.0,2,0.04,0.04,4052.4100000000003,4050.67,4051.34,4053.48,2.1399999999998727,6.96,0.0,0.0,6.96,1.74,1.7400000000002365,1,True,47.0,47.0,2.1399999999998727,0,profit
S101,short,2026-07-08 14:28:03,2026-07-08 14:31:43,220.0,1,0.02,0.02,4050.68,4048.7299999999996,4050.68,4050.68,0.0,3.9,0.0,0.0,3.9,1.95,1.9500000000002728,1,True,,,,0,profit
L106,long,2026-07-08 14:33:18,2026-07-08 14:43:38,620.0,3,0.07,0.07,4045.0157142857147,4052.8928571428564,4047.65,4042.63,5.019999999999982,55.14,0.0,0.0,55.14,7.877142857142856,7.877142857141735,2,True,161.0,252.0,2.509999999999991,0,profit
S102,short,2026-07-08 14:43:42,2026-07-08 14:49:18,336.0,8,0.41000000000000003,0.41000000000000003,4065.799756097561,4063.4470731707315,4054.11,4070.56,16.449999999999818,96.46000000000001,0.0,0.0,96.46000000000001,2.3526829268292686,2.3526829268294023,1,True,18.0,55.0,1.5599999999999454,0,profit
S103,short,2026-07-08 14:55:26,2026-07-08 14:57:14,108.0,1,0.02,0.02,4063.36,4060.29,4063.36,4063.36,0.0,6.14,0.0,0.0,6.14,3.07,3.0700000000001637,1,True,,,,0,profit
S104,short,2026-07-08 15:00:08,2026-07-08 15:00:09,1.0,1,0.02,0.02,4060.5299999999997,4061.6,4060.53,4060.53,0.0,-2.14,0.0,0.0,-2.14,-1.07,-1.0700000000001637,1,True,,,,0,loss
S105,short,2026-07-08 15:04:03,2026-07-08 15:22:28,1105.0,6,0.22000000000000003,0.22000000000000003,4072.0822727272716,4070.3918181818176,4065.06,4075.85,10.789999999999964,37.19,0.0,0.0,37.19,1.690454545454545,1.6904545454540312,1,True,118.0,417.0,2.4600000000000364,0,profit
