basket,dir,level,dprice,adverse,dt_s,lot_prev,lot_new
S016,short,9,-0.010000000000218279,-0.010000000000218279,1.0,0.02,0.02
S016,short,10,0.0,0.0,0.0,0.02,0.04
S016,short,11,-0.06999999999970896,-0.06999999999970896,1.0,0.04,0.05
S016,short,12,0.0,0.0,0.0,0.05,0.11
S016,short,13,0.02999999999974534,0.02999999999974534,0.0,0.11,0.09
S016,short,14,-0.04999999999972715,-0.04999999999972715,0.0,0.09,0.14
S016,short,15,1.4600000000000364,1.4600000000000364,73.0,0.14,0.24
S017,short,1,0.01999999999998181,0.01999999999998181,0.0,0.41,0.54
S017,short,2,0.47000000000025466,0.47000000000025466,6.0,0.54,0.31
S017,short,3,0.0,0.0,0.0,0.31,0.24
S017,short,4,-0.010000000000218279,-0.010000000000218279,1.0,0.24,0.02
S017,short,5,-0.2699999999999818,-0.2699999999999818,0.0,0.02,0.11
S017,short,6,0.03000000000020009,0.03000000000020009,0.0,0.11,0.09
S017,short,7,0.0,0.0,0.0,0.09,0.02
S017,short,8,0.0,0.0,0.0,0.02,0.02
S017,short,9,0.0,0.0,0.0,0.02,0.14
S017,short,10,0.009999999999763531,0.009999999999763531,1.0,0.14,0.18
S017,short,11,0.07000000000016371,0.07000000000016371,2.0,0.18,0.06
S017,short,12,-0.010000000000218279,-0.010000000000218279,0.0,0.06,0.03
S017,short,13,0.0,0.0,0.0,0.03,0.05
S017,short,14,0.010000000000218279,0.010000000000218279,0.0,0.05,0.04
S018,short,1,0.09000000000014552,0.09000000000014552,0.0,0.54,0.41
S018,short,2,-0.010000000000218279,-0.010000000000218279,1.0,0.41,0.31
S018,short,3,0.0,0.0,0.0,0.31,0.24
S018,short,4,0.0,0.0,1.0,0.24,0.18
S018,short,5,-0.009999999999763531,-0.009999999999763531,0.0,0.18,0.09
S018,short,6,0.0,0.0,0.0,0.09,0.11
S018,short,7,0.0,0.0,0.0,0.11,0.14
S018,short,8,0.03999999999996362,0.03999999999996362,7.0,0.14,0.03
S018,short,9,0.0,0.0,0.0,0.03,0.04
S018,short,10,-0.01999999999998181,-0.01999999999998181,1.0,0.04,0.05
S018,short,11,0.0,0.0,0.0,0.05,0.06
S018,short,12,-0.010000000000218279,-0.010000000000218279,5.0,0.06,0.02
S018,short,13,-0.06999999999970896,-0.06999999999970896,1.0,0.02,0.02
S018,short,14,-0.03000000000020009,-0.03000000000020009,1.0,0.02,0.02
S019,short,1,0.0,0.0,0.0,0.7,0.54
S019,short,2,0.21000000000003638,0.21000000000003638,1.0,0.54,0.41
S019,short,3,-0.04999999999972715,-0.04999999999972715,3.0,0.41,0.31
S019,short,4,0.5,0.5,9.0,0.31,0.24
S019,short,5,0.30999999999994543,0.30999999999994543,11.0,0.24,0.18
S019,short,6,-0.8800000000001091,-0.8800000000001091,2.0,0.18,0.14
S019,short,7,0.0,0.0,0.0,0.14,0.09
S019,short,8,0.0,0.0,0.0,0.09,0.11
S019,short,9,3.1399999999998727,3.1399999999998727,143.0,0.11,0.9
S019,short,10,3.200000000000273,3.200000000000273,839.0,0.9,1.17
S019,short,11,1.6900000000000546,1.6900000000000546,18.0,1.17,1.52
S019,short,12,1.2300000000000182,1.2300000000000182,201.0,1.52,1.98
S019,short,13,1.0,1.0,59.0,1.98,2.57
S019,short,14,1.7799999999997453,1.7799999999997453,134.0,2.57,3.34
S020,short,1,4.010000000000218,4.010000000000218,94.0,0.02,0.02
S021,short,1,3.4400000000000546,3.4400000000000546,97.0,0.02,0.02
S022,short,1,1.8299999999999272,1.8299999999999272,449.0,0.02,0.02
S024,short,1,3.8600000000001273,3.8600000000001273,138.0,0.02,0.02
S025,short,1,4.639999999999873,4.639999999999873,284.0,0.02,0.02
S025,short,2,3.8200000000001637,3.8200000000001637,743.0,0.02,0.03
S025,short,3,1.5099999999997635,1.5099999999997635,1577.0,0.03,0.04
S029,short,1,2.369999999999891,2.369999999999891,261.0,0.02,0.02
S029,short,2,0.9700000000002547,0.9700000000002547,175.0,0.02,0.03
S029,short,3,3.9899999999997817,3.9899999999997817,1415.0,0.03,0.04
S029,short,4,1.8099999999999454,1.8099999999999454,98.0,0.04,0.05
S030,short,1,0.8899999999994179,0.8899999999994179,49.0,0.02,0.02
S030,short,2,3.100000000000364,3.100000000000364,39.0,0.02,0.03
S031,short,1,1.8799999999991996,1.8799999999991996,18.0,0.02,0.02
S031,short,2,3.2100000000000364,3.2100000000000364,88.0,0.02,0.03
S031,short,3,1.9700000000002547,1.9700000000002547,25.0,0.03,0.04
S031,short,4,4.0900000000001455,4.0900000000001455,58.0,0.04,0.05
S031,short,5,2.1400000000003274,2.1400000000003274,75.0,0.05,0.06
S031,short,6,3.369999999999891,3.369999999999891,17.0,0.06,0.08
S031,short,7,2.7799999999997453,2.7799999999997453,19.0,0.08,0.11
S035,short,1,4.8200000000006185,4.8200000000006185,210.0,0.02,0.02
S035,short,2,0.9099999999998545,0.9099999999998545,33.0,0.02,0.03
S036,short,1,4.299999999999272,4.299999999999272,74.0,0.02,0.02
S036,short,2,1.7600000000002183,1.7600000000002183,13.0,0.02,0.03
S038,short,1,1.1599999999998545,1.1599999999998545,125.0,0.02,0.02
S038,short,2,1.550000000000182,1.550000000000182,192.0,0.02,0.03
S039,short,1,1.889999999999418,1.889999999999418,34.0,0.02,0.02
S039,short,2,6.200000000000728,6.200000000000728,106.0,0.02,0.03
S040,short,1,5.609999999999673,5.609999999999673,132.0,0.02,0.02
S042,short,1,-0.03999999999996362,-0.03999999999996362,0.0,0.67,0.52
S042,short,2,1.180000000000291,1.180000000000291,5.0,0.52,0.4
S042,short,3,2.8299999999999272,2.8299999999999272,9.0,0.4,0.31
S042,short,4,0.25,0.25,13.0,0.31,0.18
S042,short,5,0.0,0.0,0.0,0.18,0.23
S042,short,6,-0.010000000000218279,-0.010000000000218279,1.0,0.23,0.14
S042,short,7,-0.1999999999998181,-0.1999999999998181,0.0,0.14,0.02
S042,short,8,-0.010000000000218279,-0.010000000000218279,1.0,0.02,0.11
S042,short,9,0.0,0.0,0.0,0.11,0.05
S042,short,10,0.0,0.0,0.0,0.05,0.08
S042,short,11,0.0,0.0,0.0,0.08,0.03
S042,short,12,0.07000000000061846,0.07000000000061846,0.0,0.03,0.07
S042,short,13,-0.0500000000001819,-0.0500000000001819,0.0,0.07,0.04
S042,short,14,-0.02999999999974534,-0.02999999999974534,0.0,0.04,0.02
S044,short,1,2.9400000000005093,2.9400000000005093,129.0,0.02,0.02
S044,short,2,1.9399999999995998,1.9399999999995998,1921.0,0.02,0.03
S048,short,1,1.319999999999709,1.319999999999709,1709.0,0.02,0.02
S049,short,1,2.0900000000001455,2.0900000000001455,153.0,0.02,0.02
S052,short,1,1.8500000000003638,1.8500000000003638,735.0,0.02,0.02
S053,short,1,2.0999999999994543,2.0999999999994543,547.0,0.02,0.02
S054,short,1,2.069999999999709,2.069999999999709,432.0,0.02,0.02
S055,short,1,2.5100000000002183,2.5100000000002183,212.0,0.02,0.02
S055,short,2,2.8799999999991996,2.8799999999991996,904.0,0.02,0.03
S056,short,1,1.8500000000003638,1.8500000000003638,181.0,0.02,0.02
S057,short,1,2.5399999999999636,2.5399999999999636,160.0,0.02,0.02
S058,short,1,1.2600000000002183,1.2600000000002183,41.0,0.02,0.02
S058,short,2,1.3299999999999272,1.3299999999999272,69.0,0.02,0.03
S059,short,1,2.430000000000291,2.430000000000291,566.0,0.02,0.02
S060,short,1,3.0,3.0,258.0,0.02,0.02
S060,short,2,3.610000000000582,3.610000000000582,62.0,0.02,0.03
S060,short,3,1.7200000000002547,1.7200000000002547,539.0,0.03,0.04
S061,short,1,0.9200000000000728,0.9200000000000728,802.0,0.02,0.02
S061,short,2,2.2399999999997817,2.2399999999997817,327.0,0.02,0.03
S061,short,3,1.8500000000003638,1.8500000000003638,448.0,0.03,0.04
S062,short,1,2.3599999999996726,2.3599999999996726,396.0,0.02,0.02
S062,short,2,3.0100000000002183,3.0100000000002183,611.0,0.02,0.03
S062,short,3,1.4200000000000728,1.4200000000000728,521.0,0.03,0.04
S062,short,4,2.3099999999994907,2.3099999999994907,50.0,0.04,0.05
S062,short,5,1.360000000000582,1.360000000000582,349.0,0.05,0.06
S062,short,6,4.6599999999998545,4.6599999999998545,489.0,0.06,0.08
S062,short,7,2.5,2.5,311.0,0.08,0.11
S062,short,8,3.019999999999527,3.019999999999527,131.0,0.11,0.14
S062,short,9,1.1199999999998909,1.1199999999998909,22.0,0.14,0.18
S062,short,10,6.039999999999964,6.039999999999964,131.0,0.18,0.23
S062,short,11,0.5100000000002183,0.5100000000002183,7.0,0.23,0.3
S062,short,12,3.7100000000000364,3.7100000000000364,280.0,0.3,0.39
S064,short,1,3.850000000000364,3.850000000000364,59.0,0.02,0.02
S066,short,1,5.760000000000218,5.760000000000218,270.0,0.02,0.02
S066,short,2,2.5600000000004,2.5600000000004,38.0,0.02,0.03
S067,short,1,2.5399999999999636,2.5399999999999636,20.0,0.02,0.02
S067,short,2,0.8100000000004002,0.8100000000004002,15.0,0.02,0.03
S067,short,3,1.4600000000000364,1.4600000000000364,68.0,0.03,0.04
S071,short,1,2.199999999999818,2.199999999999818,70.0,0.02,0.02
S071,short,2,1.4200000000000728,1.4200000000000728,7.0,0.02,0.02
S073,short,1,3.759999999999309,3.759999999999309,171.0,0.02,0.02
S077,short,1,4.460000000000036,4.460000000000036,427.0,0.02,0.02
S077,short,2,1.4099999999998545,1.4099999999998545,791.0,0.02,0.03
S077,short,3,1.6700000000000728,1.6700000000000728,575.0,0.03,0.04
S078,short,1,1.25,1.25,179.0,0.02,0.02
S078,short,2,2.0299999999997453,2.0299999999997453,245.0,0.02,0.03
S078,short,3,1.7700000000004366,1.7700000000004366,265.0,0.03,0.04
S079,short,1,1.9899999999997817,1.9899999999997817,157.0,0.02,0.02
S079,short,2,1.0700000000006185,1.0700000000006185,69.0,0.02,0.03
S083,short,1,-0.03999999999996362,-0.03999999999996362,5.0,0.02,0.02
S085,short,1,-2.1900000000000546,-2.1900000000000546,9.0,0.02,0.02
S087,short,1,1.949999999999818,1.949999999999818,19.0,0.02,0.02
S087,short,2,1.199999999999818,1.199999999999818,18.0,0.02,0.03
S090,short,1,1.4899999999997817,1.4899999999997817,85.0,0.02,0.02
S090,short,2,1.7699999999999818,1.7699999999999818,100.0,0.02,0.02
S090,short,3,2.6700000000000728,2.6700000000000728,81.0,0.02,0.03
S090,short,4,6.0,6.0,137.0,0.03,0.04
S096,short,1,2.1200000000003456,2.1200000000003456,121.0,0.02,0.02
S099,short,1,1.1299999999996544,1.1299999999996544,766.0,0.02,0.02
S099,short,2,1.6000000000003638,1.6000000000003638,585.0,0.02,0.03
S100,short,1,2.1399999999998727,2.1399999999998727,47.0,0.02,0.02
S102,short,1,0.10999999999967258,0.10999999999967258,7.0,0.02,0.02
S102,short,2,7.2400000000002365,7.2400000000002365,19.0,0.02,0.03
S102,short,3,1.349999999999909,1.349999999999909,18.0,0.03,0.04
S102,short,4,0.599999999999909,0.599999999999909,14.0,0.04,0.05
S102,short,5,3.7200000000002547,3.7200000000002547,52.0,0.05,0.06
S102,short,6,1.5599999999999454,1.5599999999999454,55.0,0.06,0.08
S102,short,7,1.8699999999998909,1.8699999999998909,11.0,0.08,0.11
S105,short,1,2.5599999999999454,2.5599999999999454,118.0,0.02,0.02
S105,short,2,2.4600000000000364,2.4600000000000364,250.0,0.02,0.03
S105,short,3,2.0599999999999454,2.0599999999999454,83.0,0.03,0.04
S105,short,4,1.1700000000000728,1.1700000000000728,417.0,0.04,0.05
S105,short,5,2.5399999999999636,2.5399999999999636,40.0,0.05,0.06
S106,short,1,2.8200000000001637,2.8200000000001637,166.0,0.02,0.02
S108,short,1,2.2899999999999636,2.2899999999999636,150.0,0.02,0.02
S108,short,2,1.5100000000002183,1.5100000000002183,70.0,0.02,0.03
S108,short,3,4.309999999999945,4.309999999999945,163.0,0.03,0.04
S108,short,4,1.8699999999998909,1.8699999999998909,254.0,0.04,0.05
S108,short,5,1.8899999999998727,1.8899999999998727,63.0,0.05,0.06
S110,short,1,1.419999999999618,1.419999999999618,130.0,0.02,0.02
S110,short,2,2.450000000000273,2.450000000000273,43.0,0.02,0.03
S110,short,3,0.25,0.25,43.0,0.03,0.04
S110,short,4,1.6300000000001091,1.6300000000001091,13.0,0.04,0.05
S112,short,1,1.8899999999998727,1.8899999999998727,49.0,0.02,0.02
S113,short,1,3.5,3.5,187.0,0.02,0.02
S121,short,1,1.8699999999998909,1.8699999999998909,113.0,0.02,0.02
S121,short,2,2.130000000000109,2.130000000000109,71.0,0.02,0.03
S123,short,1,1.2100000000000364,1.2100000000000364,171.0,0.02,0.02
S123,short,2,1.7799999999997453,1.7799999999997453,347.0,0.02,0.03
S123,short,3,2.1700000000000728,2.1700000000000728,353.0,0.03,0.04
S123,short,4,2.519999999999982,2.519999999999982,185.0,0.04,0.05
S124,short,1,1.9800000000000182,1.9800000000000182,100.0,0.02,0.02
S124,short,2,1.0599999999999454,1.0599999999999454,82.0,0.02,0.03
S124,short,3,1.4100000000003092,1.4100000000003092,221.0,0.03,0.04
S124,short,4,3.6900000000000546,3.6900000000000546,967.0,0.04,0.05
S124,short,5,1.699999999999818,1.699999999999818,227.0,0.05,0.06
S125,short,1,1.7000000000002728,1.7000000000002728,5.0,0.02,0.02
S125,short,2,4.519999999999982,4.519999999999982,57.0,0.02,0.03
S125,short,3,0.19000000000005457,0.19000000000005457,108.0,0.03,0.04
S125,short,4,3.099999999999909,3.099999999999909,81.0,0.04,0.05
S125,short,5,4.289999999999964,4.289999999999964,75.0,0.05,0.06
S125,short,6,1.1599999999998545,1.1599999999998545,249.0,0.06,0.08
S125,short,7,3.6399999999998727,3.6399999999998727,213.0,0.08,0.11
S125,short,8,1.7700000000004366,1.7700000000004366,155.0,0.11,0.14
S125,short,9,3.799999999999727,3.799999999999727,701.0,0.14,0.18
S125,short,10,1.3400000000001455,1.3400000000001455,396.0,0.18,0.23
S125,short,11,1.3600000000001273,1.3600000000001273,536.0,0.23,0.3
S125,short,12,1.4399999999995998,1.4399999999995998,192.0,0.3,0.39
S125,short,13,0.41000000000030923,0.41000000000030923,186.0,0.39,0.51
S125,short,14,2.9699999999998,2.9699999999998,154.0,0.51,0.67
S126,short,1,2.449999999999818,2.449999999999818,43.0,0.02,0.02
S127,short,1,5.319999999999709,5.319999999999709,274.0,0.02,0.02
S127,short,2,3.099999999999909,3.099999999999909,626.0,0.02,0.03
S127,short,3,2.5400000000004184,2.5400000000004184,75.0,0.03,0.04
S127,short,4,1.6099999999996726,1.6099999999996726,377.0,0.04,0.05
S127,short,5,14.359999999999673,14.359999999999673,168.0,0.05,0.06
S127,short,6,2.0800000000008367,2.0800000000008367,1319.0,0.06,0.08
S127,short,7,1.6499999999996362,1.6499999999996362,229.0,0.08,0.11
S127,short,8,4.3100000000004,4.3100000000004,447.0,0.11,0.14
S127,short,9,2.2999999999992724,2.2999999999992724,1575.0,0.14,0.18
S127,short,10,1.4700000000002547,1.4700000000002547,144.0,0.18,0.23
S127,short,11,2.730000000000473,2.730000000000473,4521.0,0.23,0.3
S127,short,12,2.009999999999309,2.009999999999309,226.0,0.3,0.39
S127,short,13,2.3200000000006185,2.3200000000006185,125.0,0.39,0.51
S131,short,1,1.9200000000000728,1.9200000000000728,289.0,0.02,0.02
S132,short,1,0.6999999999998181,0.6999999999998181,832.0,0.02,0.02
S132,short,2,3.110000000000582,3.110000000000582,697.0,0.02,0.03
S132,short,3,6.269999999999527,6.269999999999527,42.0,0.03,0.04
S133,short,1,1.050000000000182,1.050000000000182,98.0,0.02,0.02
S133,short,2,3.4799999999995634,3.4799999999995634,62.0,0.02,0.03
S133,short,3,0.8800000000001091,0.8800000000001091,25.0,0.03,0.04
S133,short,4,3.0799999999999272,3.0799999999999272,157.0,0.04,0.05
S134,short,1,3.7100000000000364,3.7100000000000364,343.0,0.02,0.02
S134,short,2,2.819999999999709,2.819999999999709,54.0,0.02,0.03
S134,short,3,2.180000000000291,2.180000000000291,100.0,0.03,0.04
S135,short,1,2.8400000000001455,2.8400000000001455,117.0,0.02,0.02
S136,short,1,3.389999999999418,3.389999999999418,71.0,0.02,0.02
S138,short,1,3.7899999999999636,3.7899999999999636,24.0,0.02,0.02
S138,short,2,3.0799999999999272,3.0799999999999272,49.0,0.02,0.03
S138,short,3,3.1900000000005093,3.1900000000005093,161.0,0.03,0.04
S138,short,4,1.5799999999999272,1.5799999999999272,99.0,0.04,0.05
S139,short,1,1.5200000000004366,1.5200000000004366,634.0,0.02,0.02
S140,short,1,1.019999999999527,1.019999999999527,62.0,0.02,0.02
S140,short,2,3.850000000000364,3.850000000000364,238.0,0.02,0.03
S140,short,3,2.449999999999818,2.449999999999818,489.0,0.03,0.04
S140,short,4,1.8800000000001091,1.8800000000001091,2365.0,0.04,0.05
S141,short,1,0.9200000000000728,0.9200000000000728,830.0,0.02,0.02
S141,short,2,3.4099999999998545,3.4099999999998545,174.0,0.02,0.03
S142,short,1,0.0,0.0,1.0,0.14,0.11
S142,short,2,0.03999999999996362,0.03999999999996362,0.0,0.11,0.06
S142,short,3,-0.010000000000218279,-0.010000000000218279,0.0,0.06,0.08
S142,short,4,-0.009999999999308784,-0.009999999999308784,1.0,0.08,0.05
S142,short,5,1.0099999999993088,1.0099999999993088,10.0,0.05,0.04
S142,short,6,2.030000000000655,2.030000000000655,24.0,0.04,0.03
S142,short,7,-0.6500000000005457,-0.6500000000005457,39.0,0.03,0.18
S144,short,1,1.900000000000091,1.900000000000091,81.0,0.02,0.02
S144,short,2,2.099999999999909,2.099999999999909,386.0,0.02,0.03
S147,short,1,2.4900000000002365,2.4900000000002365,660.0,0.02,0.02
S147,short,2,1.3699999999998909,1.3699999999998909,1010.0,0.02,0.03
S147,short,3,1.4400000000000546,1.4400000000000546,478.0,0.03,0.04
S147,short,4,2.230000000000018,2.230000000000018,180.0,0.04,0.05
S148,short,1,3.0799999999999272,3.0799999999999272,421.0,0.02,0.02
S148,short,2,2.4900000000002365,2.4900000000002365,426.0,0.02,0.03
S150,short,1,1.150000000000091,1.150000000000091,1204.0,0.02,0.02
S150,short,2,2.619999999999891,2.619999999999891,135.0,0.02,0.03
S151,short,1,0.8800000000001091,0.8800000000001091,4.0,0.02,0.02
S151,short,2,0.6999999999998181,0.6999999999998181,19.0,0.02,0.03
S151,short,3,-0.900000000000091,-0.900000000000091,19.0,0.03,0.05
S151,short,4,-0.009999999999763531,-0.009999999999763531,0.0,0.05,0.04
S151,short,5,3.4699999999998,3.4699999999998,109.0,0.04,0.06
S151,short,6,0.4499999999998181,0.4499999999998181,95.0,0.06,0.08
S151,short,7,4.7800000000002,4.7800000000002,56.0,0.08,0.11
S151,short,8,1.4299999999998363,1.4299999999998363,83.0,0.11,0.14
S151,short,9,4.0300000000002,4.0300000000002,64.0,0.14,0.18
S151,short,10,1.1900000000000546,1.1900000000000546,102.0,0.18,0.23
S151,short,11,4.779999999999745,4.779999999999745,1140.0,0.23,0.3
S151,short,12,0.8900000000003274,0.8900000000003274,13.0,0.3,0.39
S151,short,13,2.7899999999999636,2.7899999999999636,399.0,0.39,0.51
S152,short,1,1.9600000000000364,1.9600000000000364,317.0,0.02,0.02
S152,short,2,1.349999999999909,1.349999999999909,347.0,0.02,0.03
S153,short,1,1.4900000000002365,1.4900000000002365,54.0,0.02,0.02
S153,short,2,3.1900000000000546,3.1900000000000546,99.0,0.02,0.03
S155,short,1,0.08999999999969077,0.08999999999969077,0.0,0.04,0.03
S155,short,2,0.05999999999994543,0.05999999999994543,1.0,0.03,0.02
S155,short,3,0.5500000000001819,0.5500000000001819,1.0,0.02,0.02
S158,short,1,8.559999999999945,8.559999999999945,2281.0,0.02,0.02
S158,short,2,1.3900000000003274,1.3900000000003274,917.0,0.02,0.02
S158,short,3,0.9800000000000182,0.9800000000000182,1782.0,0.02,0.03
S160,short,1,1.8099999999999454,1.8099999999999454,130.0,0.02,0.02
S160,short,2,2.549999999999727,2.549999999999727,151.0,0.02,0.03
S161,short,1,2.6599999999998545,2.6599999999998545,581.0,0.02,0.02
S162,short,1,1.5599999999999454,1.5599999999999454,107.0,0.02,0.02
S164,short,1,2.019999999999982,2.019999999999982,350.0,0.02,0.02
S164,short,2,1.949999999999818,1.949999999999818,643.0,0.02,0.03
S164,short,3,1.550000000000182,1.550000000000182,1603.0,0.03,0.04
S166,short,1,3.2199999999998,3.2199999999998,404.0,0.02,0.02
S166,short,2,4.559999999999945,4.559999999999945,170.0,0.02,0.03
S166,short,3,2.150000000000091,2.150000000000091,128.0,0.03,0.04
S167,short,1,1.9200000000000728,1.9200000000000728,52.0,0.02,0.02
S167,short,2,3.3899999999998727,3.3899999999998727,170.0,0.02,0.03
S167,short,3,2.050000000000182,2.050000000000182,543.0,0.03,0.04
S168,short,1,3.0099999999997635,3.0099999999997635,39.0,0.02,0.02
S168,short,2,3.150000000000091,3.150000000000091,42.0,0.02,0.03
S175,short,1,3.5399999999999636,3.5399999999999636,139.0,0.02,0.02
S179,short,1,1.930000000000291,1.930000000000291,53.0,0.02,0.02
S182,short,1,5.190000000000055,5.190000000000055,50.0,0.02,0.02
S184,short,1,2.480000000000018,2.480000000000018,101.0,0.02,0.02
S184,short,2,0.8899999999998727,0.8899999999998727,190.0,0.02,0.02
S184,short,3,0.15000000000009095,0.15000000000009095,42.0,0.02,0.03
S184,short,4,2.2899999999999636,2.2899999999999636,71.0,0.03,0.04
S184,short,5,3.599999999999909,3.599999999999909,61.0,0.04,0.05
S184,short,6,2.0,2.0,165.0,0.05,0.06
S184,short,7,3.349999999999909,3.349999999999909,485.0,0.06,0.08
S184,short,8,2.9100000000003092,2.9100000000003092,135.0,0.08,0.11
S184,short,9,1.2399999999997817,1.2399999999997817,31.0,0.11,0.14
S184,short,10,2.8299999999999272,2.8299999999999272,152.0,0.14,0.18
S184,short,11,2.019999999999982,2.019999999999982,20.0,0.18,0.23
S185,short,1,2.7200000000002547,2.7200000000002547,177.0,0.02,0.02
S185,short,2,0.7300000000000182,0.7300000000000182,41.0,0.02,0.03
S185,short,3,3.0899999999996908,3.0899999999996908,195.0,0.03,0.04
S187,short,1,2.0900000000001455,2.0900000000001455,50.0,0.02,0.02
S187,short,2,2.1799999999998363,2.1799999999998363,90.0,0.02,0.03
S188,short,1,2.9700000000002547,2.9700000000002547,394.0,0.02,0.02
S188,short,2,1.2899999999999636,1.2899999999999636,43.0,0.02,0.03
S188,short,3,0.7799999999997453,0.7799999999997453,618.0,0.03,0.04
S190,short,1,2.9400000000000546,2.9400000000000546,130.0,0.02,0.02
S190,short,2,2.8899999999998727,2.8899999999998727,77.0,0.02,0.03
S190,short,3,2.7600000000002183,2.7600000000002183,70.0,0.03,0.04
S190,short,4,2.619999999999891,2.619999999999891,78.0,0.04,0.05
S190,short,5,7.929999999999836,7.929999999999836,98.0,0.05,0.06
S193,short,1,-0.01999999999998181,-0.01999999999998181,1.0,0.14,0.11
S193,short,2,-0.13999999999987267,-0.13999999999987267,0.0,0.11,0.08
S193,short,3,0.13999999999987267,0.13999999999987267,1.0,0.08,0.06
S193,short,4,-0.23999999999978172,-0.23999999999978172,1.0,0.06,0.05
S193,short,5,-0.01999999999998181,-0.01999999999998181,1.0,0.05,0.04
S193,short,6,0.3400000000001455,0.3400000000001455,6.0,0.04,0.03
S194,short,1,3.119999999999891,3.119999999999891,420.0,0.03,0.04
S194,short,2,2.25,2.25,131.0,0.04,0.05
S194,short,3,0.7599999999997635,0.7599999999997635,149.0,0.05,0.06
S194,short,4,0.599999999999909,0.599999999999909,436.0,0.06,0.08
S196,short,1,1.5700000000001637,1.5700000000001637,6.0,0.03,0.04
S196,short,2,2.8899999999998727,2.8899999999998727,16.0,0.04,0.05
S196,short,3,1.9099999999998545,1.9099999999998545,27.0,0.05,0.06
S196,short,4,10.590000000000146,10.590000000000146,22.0,0.06,0.08
S196,short,5,-2.6399999999998727,-2.6399999999998727,9.0,0.08,0.11
S197,short,1,1.1799999999998363,1.1799999999998363,177.0,0.03,0.04
S199,short,1,-0.08999999999969077,-0.08999999999969077,4.0,0.02,0.02
S199,short,2,-0.22000000000025466,-0.22000000000025466,22.0,0.02,0.03
S199,short,3,4.699999999999818,4.699999999999818,124.0,0.03,0.04
S200,short,1,1.300000000000182,1.300000000000182,188.0,0.02,0.02
S200,short,2,2.8399999999996908,2.8399999999996908,72.0,0.02,0.03
S201,short,1,-0.07999999999992724,-0.07999999999992724,0.0,0.11,0.08
S201,short,2,-0.03000000000020009,-0.03000000000020009,1.0,0.08,0.06
S201,short,3,-0.009999999999763531,-0.009999999999763531,0.0,0.06,0.05
S201,short,4,-0.01999999999998181,-0.01999999999998181,1.0,0.05,0.04
S201,short,5,0.009999999999763531,0.009999999999763531,1.0,0.04,0.03
S201,short,6,-0.009999999999763531,-0.009999999999763531,0.0,0.03,0.02
S201,short,7,0.0,0.0,1.0,0.02,0.02
S202,short,1,-2.1200000000003456,-2.1200000000003456,15.0,0.11,0.08
S203,short,1,0.08999999999969077,0.08999999999969077,8.0,0.06,0.05
S203,short,2,0.0,0.0,0.0,0.05,0.02
S203,short,3,0.0,0.0,0.0,0.02,0.02
S203,short,4,0.0,0.0,1.0,0.02,0.03
S203,short,5,0.0,0.0,0.0,0.03,0.04
S207,short,1,9.489999999999782,9.489999999999782,610.0,0.02,0.02
S207,short,2,2.5100000000002183,2.5100000000002183,74.0,0.02,0.02
S207,short,3,1.7699999999999818,1.7699999999999818,237.0,0.02,0.03
S207,short,4,1.4099999999998545,1.4099999999998545,239.0,0.03,0.04
S207,short,5,2.2400000000002365,2.2400000000002365,962.0,0.04,0.05
S207,short,6,1.6199999999998909,1.6199999999998909,108.0,0.05,0.06
S207,short,7,3.3600000000001273,3.3600000000001273,860.0,0.06,0.08
S207,short,8,2.2599999999997635,2.2599999999997635,468.0,0.08,0.11
S209,short,1,1.5399999999999636,1.5399999999999636,231.0,0.02,0.02
S210,short,1,1.2300000000000182,1.2300000000000182,834.0,0.02,0.02
S210,short,2,0.9099999999998545,0.9099999999998545,2092.0,0.02,0.03
S210,short,3,2.950000000000273,2.950000000000273,1795.0,0.03,0.04
S210,short,4,1.819999999999709,1.819999999999709,413.0,0.04,0.05
S211,short,1,1.7800000000002,1.7800000000002,12.0,0.02,0.02
S211,short,2,-1.150000000000091,-1.150000000000091,6.0,0.02,0.03
S212,short,1,-0.5199999999999818,-0.5199999999999818,18.0,0.02,0.02
S214,short,1,1.4299999999998363,1.4299999999998363,31.0,0.02,0.02
S214,short,2,1.1400000000003274,1.1400000000003274,517.0,0.02,0.02
S215,short,1,1.7399999999997817,1.7399999999997817,70.0,0.02,0.02
S215,short,2,1.1300000000001091,1.1300000000001091,94.0,0.02,0.03
S218,short,1,5.380000000000109,5.380000000000109,978.0,0.02,0.02
S218,short,2,1.25,1.25,50.0,0.02,0.02
S219,short,1,5.849999999999909,5.849999999999909,294.0,0.02,0.02
S220,short,1,2.4700000000002547,2.4700000000002547,280.0,0.02,0.02
S224,short,1,3.9400000000000546,3.9400000000000546,333.0,0.02,0.02
S224,short,2,3.649999999999636,3.649999999999636,50.0,0.02,0.03
S224,short,3,0.9400000000000546,0.9400000000000546,10.0,0.03,0.04
S226,short,1,2.8700000000003456,2.8700000000003456,36.0,0.02,0.02
S226,short,2,1.319999999999709,1.319999999999709,28.0,0.02,0.03
S226,short,3,1.9900000000002365,1.9900000000002365,1087.0,0.03,0.04
S227,short,1,-0.06000000000040018,-0.06000000000040018,1.0,0.04,0.03
S227,short,2,-0.07999999999992724,-0.07999999999992724,0.0,0.03,0.02
S227,short,3,-0.01999999999998181,-0.01999999999998181,1.0,0.02,0.02
S227,short,4,-0.4800000000000182,-0.4800000000000182,36.0,0.02,0.05
